Username,Gender,Age,Activity,Duration,Calories,Steps,Mood,Date,Duration_min,Calories_num,Activity_std,Mood_std,Age_num
michael50@outlook.com,Male,44,Yoga,45 min,611.57 kcal,0,Neutral,4/19/2024,45,611.57,Yoga,Neutral,44
emily47@gmail.com,Female,28,Yoga,66 min,454.8 kcal,0,Sad,4/13/2024,66,454.8,Yoga,Sad,28
david51@gmail.com,Male,18,cycling,117 min,431.5 kcal,0,Tired,9/22/2024,117,431.5,Cycling,Tired,18
olivia44@yahoo.com,Female,57,swimming,49 min,334.72 kcal,0,Happy,5/21/2024,49,334.72,Swimming,Happy,57
sophia38@yahoo.com,Female,63,walking,26 min,777.97 kcal,2128,Energetic,11/25/2024,26,777.97,Walking,Energetic,63
emily48@yahoo.com,Female,34,cycling,74 min,611.41 kcal,0,Energetic,5/25/2024,74,611.41,Cycling,Energetic,34
olivia45@yahoo.com,Female,28,walking,50 min,710.54 kcal,6271,Energetic,6/2/2024,50,710.54,Walking,Energetic,28
emily49@outlook.com,Female,30,gym,65 min,201.68 kcal,0,Happy,3/18/2024,65,201.68,Strength Training,Happy,30
emma40@yahoo.com,Female,24,walking,24 min,109.85 kcal,11920,Tired,8/1/2024,24,109.85,Walking,Tired,24
john48@yahoo.com,Male,35,running,104 min,330.36 kcal,6411,Sad,1/17/2024,104,330.36,Running,Sad,35
james43@yahoo.com,Male,52,running,15 min,376.76 kcal,11292,Energetic,2/19/2024,15,376.76,Running,Energetic,52
daniel46@gmail.com,Male,21,swimming,97 min,127.07 kcal,0,Tired,2/27/2024,97,127.07,Swimming,Tired,21
michael51@hotmail.com,Male,42,swimming,39 min,304.04 kcal,0,Happy,11/23/2024,39,304.04,Swimming,Happy,42
,Female,20,running,18 min,661.78 kcal,9714,Neutral,8/13/2024,18,661.78,Running,Neutral,20
david52@gmail.com,Male,19,walking,58 min,97.65 kcal,12906,Happy,7/4/2024,58,97.65,Walking,Happy,19
david53@gmail.com,Male,55,running,24 min,81.35 kcal,2319,Energetic,11/1/2024,24,81.35,Running,Energetic,55
michael52@hotmail.com,Male,29,swimming,21 min,818.96 kcal,0,Happy,8/20/2024,21,818.96,Swimming,Happy,29
emily50@hotmail.com,Female,49,gym,117 min,573.28 kcal,0,Neutral,7/11/2024,117,573.28,Strength Training,Neutral,49
olivia46@gmail.com,Female,61,gym,84 min,166.73 kcal,0,Neutral,1/19/2024,84,166.73,Strength Training,Neutral,61
james44@yahoo.com,Male,62,cycling,85 min,190.26 kcal,0,Tired,1/5/2024,85,190.26,Cycling,Tired,62
michael53@gmail.com,Male,49,walking,15 min,56.14 kcal,1460,Tired,5/14/2024,15,56.14,Walking,Tired,49
michael54@gmail.com,Male,27,swimming,49 min,494.62 kcal,0,Neutral,3/20/2024,49,494.62,Swimming,Neutral,27
ava56@icloud.com,Female,58,cycling,59 min,405.97 kcal,0,Neutral,4/4/2024,59,405.97,Cycling,Neutral,58
david54@icloud.com,Male,47,swimm,99 min,226.89 kcal,0,Neutral,2/26/2024,99,226.89,Swimming,Neutral,47
emma41@gmail.com,Female,28,swimming,20 min,95.92 kcal,0,Tired,4/14/2024,20,95.92,Swimming,Tired,28
emma42@hotmail.com,Female,24,swimming,21 min,836.13 kcal,0,Neutral,1/16/2024,21,836.13,Swimming,Neutral,24
emma43@gmail.com,Female,44,running,110 min,625.32 kcal,5336,Neutral,2/11/2024,110,625.32,Running,Neutral,44
sophia40@outlook.com,Female,32,Walk,75 min,547.33 kcal,890,Energetic,3/7/2024,75,547.33,Walking,Energetic,32
